Date,B B & T CORP,BANK OF AMERICA CORP,BANK OF NEW YORK MELLON CORP,BANKAMERICA CORP NEW,CHASE MANHATTAN CORP NEW,COMERICA INC,FIFTH THIRD BANCORP,HUNTINGTON BANCSHARES INC,J P MORGAN CHASE & CO,JPMORGAN CHASE & CO,KEYCORP,KEYCORP NEW,M & T BANK CORP,NORTHERN TRUST CORP,P N C BANK CORP,P N C FINANCIAL SERVICES GRP INC,REGIONS FINANCIAL CORP,REGIONS FINANCIAL CORP NEW,STATE STREET BOSTON CORP,STATE STREET CORP,SUNTRUST BANKS INC,USBANCORP INC PA,WELLS FARGO & CO NEW,ZIONS BANCORPORATION
1996Q2,NA,NA,NA,NA,0.948458049612045,0.45148909163639406,0.5708836632222941,0.17072193349949039,NA,NA,NA,0.9255178549074727,NA,0.39838800045449096,0.6523021896922219,NA,0.7806525975234359,NA,0.45125093548987794,NA,0.8732464255321536,0.8381773133989789,NA,0.24372025621218663
1996Q3,NA,NA,NA,NA,0.8201886300197079,0.6728634547231913,0.6664103512005128,0.5609726558397531,NA,NA,NA,0.8270701182797245,NA,0.09801187253618382,0.6323296996024095,NA,0.45771706194177486,NA,0.8063198828961584,NA,0.8882229842057248,0.7189575170906014,NA,0.30957501442004554
1996Q4,NA,NA,NA,NA,0.9106904341326967,0.7968056426609582,0.7895777350699176,NA,NA,NA,NA,0.5172882180720582,NA,0.7182999695143915,0.9067646479287466,NA,0.34177852115536667,NA,0.43937819179625637,NA,0.8654645883013439,0.17088778029805995,NA,0.03983397171590608
1997Q1,NA,NA,NA,NA,0.731364055906828,0.7355075356128874,0.6029360789548261,0.7413720828650117,NA,NA,NA,0.6739963764770516,NA,0.915711530609111,0.6953337176601266,NA,0.5646565541307431,NA,0.4776888378757963,NA,0.8708755530600072,0.11311873598671618,NA,0.4116091440702938
1997Q2,NA,NA,NA,NA,0.7588454439695138,0.6619917421733739,0.47714495738345397,0.799260109479374,NA,NA,NA,0.7303793596171237,NA,0.8317571640320569,0.6513879872361938,NA,0.6077647067696625,NA,NA,0.37708128209724945,0.8077754413338437,0.5645573724404859,NA,0.05013014861143539
1997Q3,0.8252956644535361,NA,NA,NA,0.7971047296018552,0.8068099973577443,0.6827895860882016,0.6469083888243121,NA,NA,NA,0.6452387797651138,NA,0.6452137932194749,0.7909665171016151,NA,0.5914937335310979,NA,NA,0.5406873915522176,0.7055898666284589,0.18151718833175168,NA,0.7729363059673917
1997Q4,NA,NA,NA,NA,0.6389112831498465,0.5605259038104875,0.6243569424413908,0.6522556148601255,NA,NA,NA,0.6623891833374213,NA,0.6318273432892708,0.808713196131983,NA,0.8204009276243617,NA,NA,0.5839210636551877,0.6063385889748133,0.1508770616544599,NA,0.41452255590077125
1998Q1,NA,NA,NA,NA,0.6362781932458257,0.5538353413932645,0.4104618306603478,0.8208456533885531,NA,NA,NA,0.536937230814552,NA,0.5110776150169529,0.7171544158158484,NA,0.7227322191242387,NA,NA,0.5171693894766847,0.7174432755487508,0.5324978960030711,NA,0
1998Q2,NA,NA,NA,NA,0.5592608811748936,0.6967418418445044,0.5691782489752228,0.38703814105825085,NA,NA,NA,0.6440716745065342,NA,0.3914913305150889,0.3868172390276514,NA,0.5508940614053335,NA,NA,0.7377547248294039,0.743673690412463,0.5041862270878523,NA,0.1907645760428205
1998Q3,NA,NA,NA,NA,0.8673149851086291,0.8304421877963588,0.5271290184440445,0.7713509668202128,NA,NA,NA,0.7186736282445279,0.6032948796801867,0.7759298124281854,0.7792010271481533,NA,0.4633860793640019,NA,NA,0.5045174484334567,0.5914380025135055,0.46419998094054704,NA,0.6557292085200108
1998Q4,0.6598375120800479,NA,NA,0.5691604333576672,0.7446306232250618,0.7135902532151659,0.6389339188063579,0.6224886256309761,NA,NA,NA,0.7687665141465978,0.312426321950393,0.7257173344849399,0.730460813401298,NA,0.7277023597012491,NA,NA,0.5808567422666744,0.5634899448008921,0.7116974874854213,NA,0.36074366683318737
1999Q1,0.7956810406335295,NA,NA,0.7661471126896715,0.6975015746800203,0.6014187165576568,0.7190809352192913,0.3213378319467266,NA,NA,NA,0.6584348537475824,0.5180004120547133,0.5260197275185151,0.6736628144894958,NA,0.5122203245742325,NA,NA,0.8672536826042406,0.7807328863288376,0.6318412608123899,0.643386010651821,0.6387422963232384
1999Q2,0.5306845229684294,NA,NA,NA,0.5527172348600007,0.6128102590365307,0.5043598729057728,0.5142233284214643,NA,NA,NA,0.43140965403658793,0.16761047541595153,0.39651835496769783,0.4871586721215939,NA,0.22149743829186996,NA,NA,0.9238723815919143,0.6910840411615493,0.6674158622497615,0.5758673434106598,0
1999Q3,0.6900587591253069,0.6525320944116761,NA,NA,0.4874424023688192,0.637078712804298,0.8213363142581519,0.5238909805237513,NA,NA,NA,0.3226938453976461,0.7720403683684698,0.5402484896573263,0.5635866575444599,NA,0.30902019768985733,NA,NA,0.2831516625423529,0.5635862140024057,0.36831273447374846,0.6238873487768412,0.23998948647498164
1999Q4,0.674710742100072,0.7831809497251025,NA,NA,0.6099724991545753,0.8070931700800916,0.7041759217578772,0.6791676038352139,NA,NA,NA,0.8058129135478784,0.5910373481777631,0.49555740343925303,0.7557031167858314,NA,0.6690889237523081,NA,NA,0.729282067651883,0.8177660150653805,0.0012225294158627609,0.7339812006615964,0.47511493252942405
2000Q1,0.7088228174424553,0.5915005903599315,NA,NA,0.4291626684545664,0.8426426611313409,0.8479680258732762,0.6175802637411023,NA,NA,NA,0.642416763582706,0.5803625961981793,0.8662659510494275,0.19184931601347,NA,0.8025183206907918,NA,NA,0.6863398387039579,0.7805422590886937,0.12186686268100932,0.7390325519222523,0.23595519928639686
2000Q2,0.8261022798456175,0.6793142910393429,NA,NA,0.5819307191461287,0.8775749015659879,0.8641434023853342,0.46493312190498826,NA,NA,NA,0.7330221127669327,0.3989647839290702,0.6763548061510689,NA,0.7248494608628291,0.7303565568356541,NA,NA,0.6727586575675117,0.8576286069462318,0.5999307568636355,0.7408488551426512,0.29775175753435246
2000Q3,0.49678773863127845,0.5039640405897092,NA,NA,0.7357276845183852,0.7564077793139465,0.8268963342455807,0.753746591151222,NA,NA,NA,0.6261533569861363,0.20618528057143226,0.6226892266178187,NA,0.7404556032948354,0.5380358200437697,NA,NA,0.7957871894931073,0.5758498700049834,0.8428599718597051,0.6846628811697932,0.45381909279649746
2000Q4,0.7434532011047332,0.5929585431272355,NA,NA,0.9456402840040021,0.5162488844223656,0.6365916386536523,0.9483994024038421,NA,NA,NA,0.6403435923979932,0.44527393200738796,0.4424128779054298,NA,0.7707173714520126,0.6328505765249262,NA,NA,0.646477610182781,0.9045812999691674,NA,0.5644318781904463,0.6114386744065968
2001Q1,0.7328476588629949,0.6931311302001115,NA,NA,NA,0.9131811297681945,0.8472538482145842,0.6525083483613133,0.7352001309261063,NA,NA,0.809296221888453,0.5340876466005429,0.7407506420978338,NA,0.782612462148536,0.7216234239481136,NA,NA,0.7508563609017792,0.781733290264766,0.6416947587022204,0.7486435202464079,0.6894712062252627
2001Q2,0.6577470090464146,0.6520039350727553,NA,NA,NA,0.049779888740777656,0.4618912887449408,0.5333821820657023,0.6482865060653996,NA,NA,0.3919888903006933,0.7857022649692853,0.577555856320561,NA,0.4650038756295328,0.6800755736809232,NA,NA,0.5868456896382983,0.1384592866553116,NA,0.5402818032502981,0.37914399809227206
2001Q3,0.7894552305573178,0.7512491102625738,NA,NA,NA,0.7370163266019816,0.8488890538888816,0.611562978399723,0.664836886092778,NA,NA,0.5222618902203837,0.760192367436672,0.7628025112704232,NA,0.7690734778468672,0.6825150411676302,NA,NA,0.5886802369635087,0.687932585273332,NA,0.48229314190767925,0.3545609652556797
2001Q4,0.8440988036024173,0.6997243188641666,NA,NA,NA,0.815599656119919,0.6829766584855844,0.7711635976809981,0.6136038345966122,NA,NA,0.8356461751119008,0.5205812262052913,0.7026403250715957,NA,0.679965951738966,0.7616389410068652,NA,NA,0.6973975498438569,0.7392939059254313,NA,0.5839625723688442,0.5190115949463576
2002Q1,0.806137773344126,0.45110897829420415,NA,NA,NA,0.687494806816545,0.5709811110479258,0.566098087709288,0.8771251343514321,NA,NA,0.7368988501625714,0.702578937900705,0.6760018397351419,NA,0.8365712198025125,0.6915926839958779,NA,NA,0.6001179406243273,0.8086447610729253,NA,0.4115872397721514,0.5497205036474837
2002Q2,0.6087322150379637,0.6364609770740529,NA,NA,NA,0.7055392567082215,0.6639879867461266,0.5001490976366905,0.8101538036861109,NA,NA,0.6641294711525393,0.6343076445246212,0.725519131069889,NA,0.5968436699513577,0.6565342596472605,NA,NA,0.7325307717320186,0.8003494670127724,NA,0.6466813252617838,0.4413566870744804
2002Q3,0.8846547765754691,0.8335830698414659,NA,NA,NA,0.8356621347056615,0.7054604885079491,0.8086823577788209,0.8274775709593818,NA,NA,0.8554854523767492,0.7049025013393954,0.8626191244254874,NA,0.8369398125315508,0.8793672035349083,NA,NA,0.8206538188165748,0.8308168296904622,NA,0.7998975216195394,0.7652049481524262
2002Q4,0.8887455076466553,0.8341226243661499,NA,NA,NA,0.8067015659871138,0.6084959291729912,0.809983080882044,0.6992295646556441,NA,NA,0.8675268197608534,0.8765762284791648,0.7838953376168261,NA,0.5482744071579999,0.9109129850439541,NA,NA,0.7494953583450579,0.9005640788392083,NA,0.65031458927828,0.7402862267300465
2003Q1,0.5208249324360616,0.7713747878595845,NA,NA,NA,0.7057659827351768,0.6573294477624871,0.7808787407874089,0.7485934191792005,NA,NA,0.7089886001154742,0.7182154619326544,0.6764353006803094,NA,0.6923083520849236,0.815827700480629,NA,NA,0.4620401747416394,0.7368428778981859,NA,0.7459391564295503,0.7820720304743524
2003Q2,0.7536067797337845,0.5958594506202326,NA,NA,NA,0.681493806579457,0.32754502981363454,0.6916262968799647,0.6342186274354469,NA,NA,0.6468058400985509,0.6531418373588347,0.6808032165423085,NA,0.5668140847422222,0.7467469605861088,NA,NA,0.7375389176614255,0.45445955465692667,NA,0.728961105748483,0.6311170494935374
2003Q3,0.48721570893476995,0.33030228474283185,NA,NA,NA,0.4313952713738488,0.527868674378027,0.4610699225613578,0.6018781650548364,NA,NA,0.6432032941090052,0.5235905612711518,0.6475053999478386,NA,0.5898537560335885,0.5937807266538359,NA,NA,0.4639316987063905,0.6269519398635001,NA,0.1319334895163935,0.48905721628522614
2003Q4,0.5855909839808588,0.15628525137271587,NA,NA,NA,0.3495759079566205,0.4302840881169029,0.7318782720240176,0.6335862732086869,NA,NA,0.4855047657548114,0.6348551881185049,0.6816220618226011,NA,0.5738808456035319,0.5987930264828079,NA,NA,0.5279472778832719,0.43269435234028053,NA,0.3940200078058739,0.4893383344587723
2004Q1,0.599338347639186,0.3455620498198243,NA,NA,NA,0.5777950901640481,0.5895518193118242,0.6183151100448514,0.7718890393520906,NA,NA,0.7663527750087591,0.5129902266779542,0.7209894466781919,NA,0.4979061095279934,0.4646235394248054,NA,NA,0.4208902942755912,0.5388684060383491,NA,0.47256000487543914,0.5128820622340389
2004Q2,0.3985362673829268,0.7002312438274165,NA,NA,NA,0.6480869486149841,0.504445733428635,0.5844188839067638,0.6177728198602508,NA,NA,0.5541525617821627,0.39025958916072323,0.7170654514552828,NA,0.7615797949902806,0.3896440025313588,NA,NA,0.666077992109503,0.37370652172879737,NA,0.601622674602507,0.5385519012414828
2004Q3,0.547124308118289,0.43743244598371944,NA,NA,NA,0.49702198061464775,0.10277179301365191,0.2703646963538151,NA,0.5819288569898099,NA,0.7000821935925046,0.5064578574120486,0.7338668956657873,NA,0.5582091094675229,NA,0.33458067905136,NA,0.10462058252561979,0.3107039614886403,NA,0.5650447652778183,0.47860216410762313
2004Q4,0.6551398662155127,0.8803271808765317,NA,NA,NA,0.5710211108916119,0.5911573269238515,0.4612914455249839,NA,0.5454157769078408,NA,0.40640274822744793,0.5415398354760986,0.5926193980650087,NA,0.653998672496661,NA,0.4147783138539842,NA,0,0.5059302233556017,NA,0.5668253304362351,0.552360023721026
2005Q1,0.29934354147880016,0.5993275542780793,NA,NA,NA,0.6075397098420945,0.5858292013443867,0.41737662243105456,NA,0.4485042651279424,NA,0.6656718806275013,0.726673994658793,0.6384809050457283,NA,0.7346873470977142,NA,0.5224173259275893,NA,0.44635577487308553,0.519892209097937,NA,0.3334344017319033,0.44249950230576773
2005Q2,0.666624716860829,0.6479180314919875,NA,NA,NA,0.5021252825369336,0.6803051106519897,0.6746529378835558,NA,0.6186997451601377,NA,0.5026300194462687,0.6512667300041846,0.6357083944935076,NA,0.6507085450998307,NA,0.4515599440152672,NA,0.7267944288605037,0.7036561721341166,NA,0.5238991455691799,0.6716112113816879
2005Q3,0.6660631626463758,0.15379639764625286,NA,NA,NA,0.6503552741698428,0.30360764987341127,0.6896653024289512,NA,0.24223646710384228,NA,0.7373671073302226,0.6590534153044797,0.5917715395851564,NA,0.5353041511829209,NA,0.6991323396577266,NA,0.20917215999716632,0.44271680690509807,NA,0.46431088289721356,0.27671641414391046
2005Q4,0.626937813396881,0.5635498478990133,NA,NA,NA,0.1873682305925497,0.33209774353856003,0.7577722153754667,NA,0.6128582558745923,NA,0.6580152685238326,0.45655853181020245,0.43372284292190866,NA,0.49286143027726126,NA,0.7237194151932915,NA,0.42758490846662645,0.6997700304317103,NA,0.33498666741839767,0.39289992351317826
2006Q1,0.6779449803355297,0.5885976662150669,NA,NA,NA,0.55878946295767,0.802099822170101,0.31700162210504634,NA,0.4880247293733794,NA,0.5988793183137602,0.63663562842527055,0.7846925330183068,NA,0.7475863092096027,NA,0.5899366437517604,NA,0.41978577062546485,0.7671496563098594,NA,0.7967843681284724,0.3039309924340643
2006Q2,0.6270560604903965,0.6783387658238729,NA,NA,NA,0.48978355989224176,0.7406476277564547,0.7352433220883228,NA,0.6925990112913669,NA,0.46671237487196593,0.6530777384901394,0.690518206956017,NA,0.8002539889458993,NA,0.37673589202115276,NA,0.6597024549608768,0.6600646571651196,NA,0.5201162919685165,0.7557090456915143
2006Q3,0.8164133735679432,0.44234597670482434,NA,NA,NA,0.49911076508141694,0.42082978440206464,0.5779110162448289,NA,0.6979357032920394,NA,0.6629485195537186,0.5930512737161949,0.6759129742917453,NA,0.31112910979532815,NA,0.5643169842455287,NA,0.6730311979588848,0.3198814304944978,NA,0.6137309986149164,0.39554053806671863
2006Q4,0.3977570371571564,0.13860410925415223,NA,NA,NA,0.26281754911649435,0.5268483730335229,0.44349005803871033,NA,0.4617864702178207,NA,0.31694161358856165,0.2257796260339623,0.6320134125265943,NA,0.116262110831034,NA,0.00629710561510366,NA,0.5843360765803702,0.13607511225200786,NA,0.3025707013885681,0.3434086716765974
2007Q1,0.7194195211228587,0.6735704445388928,NA,NA,NA,0.6506279317730286,0.7196619083032469,0.6920185181568994,NA,0.5552874134614592,NA,0.5871488926716439,0.6174551561153663,0.7107230980885835,NA,0.5910690924621733,NA,0.6215234933100062,NA,0.4651078331547791,0.63930983974063,NA,0.5999247513443531,0.5898352333408912
2007Q2,0.6557033165197119,0.7857229098403381,NA,NA,NA,0.770111491693472,0.5459191998529425,0.6644643109160655,NA,0.5666467456981406,NA,0.6134560902534951,0.3777861913394175,0.7072440534874309,NA,0.47767776386704164,NA,0.6500799455385678,NA,0.5250626669314017,0.5712647512299278,NA,0.5908973055245148,0.5319789996065362
2007Q3,0.8941433273105905,0.8060935321792165,0.5095102801450129,NA,NA,0.8421625189007196,0.7537131668990497,0.7207188224089953,NA,0.7962360348715026,NA,0.7104207108916892,0.8491567069286402,0.6964266525482645,NA,0.8264756054893129,NA,0.7624724816760177,NA,0.4991229514874924,0.7144328929181982,NA,0.8325861303809226,0.6507764685817696
2007Q4,0.8864369059753068,0.870559993651531,0.7290910332800701,NA,NA,0.824328111915721,0.8313775627910728,0.7952734094698017,NA,0.7031533626483202,NA,0.7800823916793375,0.8514140803819806,0.7597564953220678,NA,0.6399152994843702,NA,0.8772151641760696,NA,0.709097552103645,0.719523161431787,NA,0.7049837153913564,0.7230551739200707
2008Q1,0.754105673620324,0.8782997213276379,0.6701401063587361,NA,NA,0.7586056130882415,0.8501287389493762,0.6623411857767033,NA,0.6487676256063086,NA,0.7166795020439993,0.8715053231278898,0.6395997345429095,NA,0.740908687399437,NA,0.8117001240318706,NA,0.7437645491048958,0.8014287894726742,NA,0.8361512852372811,0.802519383072773
2008Q2,0.7941328447428028,0.715614717629205,0.5564077446565722,NA,NA,0.7853159691991548,0.8925852982777607,0.535562397043968,NA,0.6797064153691635,NA,0.3986116660469633,0.6606716942169581,0.6683525294962299,NA,0.7855405252810134,NA,0.7496563704560264,NA,0.3384437970885029,0.8242909893592132,NA,0.6003702713190091,0.7882605367860965
2008Q3,0.8045920003035596,0.9319523622994268,0.7505447374783938,NA,NA,0.8808697213903944,0.8419091573418847,0.8966382844644473,NA,0.8617738956001599,NA,0.8609542859823492,0.8689012023274015,0.7182496278399911,NA,0.9112386703032318,NA,0.9860785764031278,NA,0.5704032053893792,0.8405318633800887,NA,0.8152275054342832,0.8569005862060901
2008Q4,0.8808023228399247,0.776427204690441,0.6944485902324506,NA,NA,0.7770417193774123,0.6868366582593504,0.7043632259388273,NA,0.8036595347424197,NA,0.816799258427167,0.8135134568092212,0.7202692828163277,NA,0.7337429784400449,NA,0.7068078270325279,NA,0.7147557442160298,0.7949635729406953,NA,0.7746791633568645,0.6641779723428497
2009Q1,0.7646311762601918,0.7930515966130276,0.7728765595196819,NA,NA,0.713948913682406,0.9266205981286406,0.6012274804978404,NA,0.8109229063672586,NA,0.7173692840021867,0.7564474704959581,0.4946815640771123,NA,0.7774254083431745,NA,0.7235532001230631,NA,0.5905032993883137,0.7489768631790483,NA,0.8332687650555862,0.8364206732999477
2009Q2,0.8114660922656056,0.7266155425360048,0.6531477979590896,NA,NA,0.7378875858412921,0.8728584072488973,0.6294198577125888,NA,0.8439172896962872,NA,0.6843486676465946,0.7813171359963892,0.609525290724474,NA,0.814406148046296,NA,0.8136810277443889,NA,0.7906018793185432,0.8052872149536446,NA,0.8214422313352363,0.7215837263658045
2009Q3,0.6329385781291441,0.6755630143424569,0.5167283169631326,NA,NA,0.8385774485423085,0.780951650276613,0.6445025058080165,NA,0.6679282904932342,NA,0.5397082482125226,0.6874329172624155,0.5182209712773955,NA,0.6307599491691496,NA,0.4565906561652675,NA,0.6525885082376341,0.6370122438721899,NA,0.7714896105730751,0.7012503913583538
2009Q4,0.5545784207792555,0.7300823984463578,0.5436015651877726,NA,NA,0.6417310633537714,0.8559332166807763,0.3588036925840521,NA,0.7872027667267041,NA,0.7095135155284252,0.593333261218268,0.5482929531413236,NA,0.4261498916926205,NA,0.6367721806047523,NA,0.6664843377943407,0.5523861135286202,NA,0.5720906118174098,0.6127465532326863
2010Q1,0.6369899567286614,0.5612337411518404,0.5890851036497275,NA,NA,0.8499828771634397,0.594808114035225,0.8165063002004294,NA,0.5719105868613583,NA,0.4261640445459549,0.6261368858188625,0.45733348162539633,NA,0.7356271721027082,NA,0.7193252347035779,NA,0.33509616505657014,0.7634624992272234,NA,0.4842569870483787,0.905925816766987
2010Q2,0.7661250085477038,0.7508713857655777,0.7720689807361738,NA,NA,0.8339190491931587,0.844324138646174,0.7482874998010209,NA,0.7363040873347211,NA,0.7021474238287647,0.7427003782881232,0.6091210314273424,NA,0.7125654075532857,NA,0.8035383594620535,NA,0.7705494369827505,0.7636621452638598,NA,0.7212839315767905,0.767915601244879
2010Q3,0.5268865943866075,0.8139599100605345,0.7491461410582555,NA,NA,0.7882690059864395,0.8693594987066529,0.7842648948391344,NA,0.7857584022261697,NA,0.7535178128596215,0.540623472166715,0.5289254930864953,NA,0.6096773588626362,NA,0.8655107679137235,NA,0.6903097088935746,0.8021559420788286,NA,0.7932879504337385,0.6737398586912745
2010Q4,0.5405158908923486,0.5878863390596869,0.5131718634071989,NA,NA,0.5545293400756746,0.6024592417918124,0.6467885440681163,NA,0.5994451526679576,NA,0.6050511397137012,0.10218977273664231,0.48202134541747266,NA,0.4481449927947796,NA,0.5506110645796438,NA,0.5337793587423546,0.6806260569591704,NA,0.7005672007328544,0.6830444652510301
2011Q1,0.5516249765529404,0.7353170283275352,0.5891888811399616,NA,NA,0.8442013760761132,0.59755491847843,0.204714170833861,NA,0.6740321340856804,NA,0.6154297871285386,0.5626891635580464,0.6237984577496853,NA,0.5925504629743854,NA,0.5245620995611392,NA,0.43904829301942816,0.741411867751635,NA,0.5965244341025662,0.41616524376438235
2011Q2,0.6091559380149958,0.4520155785822154,0.5031494867048948,NA,NA,0.780355444877882,0.6985592131307988,0.348460959000101,NA,0.7500684925608797,NA,0.8488402317142525,0.6876583748321077,0.513963029382536,NA,0.8415797928269371,NA,0.496706120288978,NA,0.5575618685628394,0.7282580392794622,NA,0.8542367862515207,0.46898611184657324
2011Q3,0.9193088328436808,0.8328711986045156,0.8628927534637283,NA,NA,0.8476490680684023,0.8999827272668969,0.829005733433666,NA,0.8500017653903564,NA,0.904908365711719,0.8997508649878225,0.9027462733660825,NA,0.9078460160793919,NA,0.8126186309335066,NA,0.8331085228342082,0.9230152526722648,NA,0.9072105573778062,0.868245644579438
2011Q4,0.906777573267259,0.7905136385126297,0.8574359752659317,NA,NA,0.7985383561574884,0.8415197835914028,0.8186518754143949,NA,0.8637092631417065,NA,0.7938376346133416,0.8218796305303624,0.8682105684428064,NA,0.8061592117246934,NA,0.8433814894995966,NA,0.7718419577467797,0.7768077812738423,NA,0.8574060347338188,0.8983908281738573
2012Q1,0.635515689892598,0.5429223856571579,0.5136152714155022,NA,NA,0.7663505207528374,0.6887699864283897,0.701180303732788,NA,0.6132770539420822,NA,0.8053455170582943,0.6865741432913668,0.7121494439272074,NA,0.7745316487600133,NA,0.2457940335926061,NA,0.6199615230782396,0.48827540080209764,NA,0.6722060250016512,0.45452390066184833
2012Q2,0.8667725157393307,0.8169598080229852,0.8007484297955159,NA,NA,0.7843115739306712,0.6968147395427825,0.7695948937941064,NA,0.42332768512717245,NA,0.7142501856432115,0.828545214791304,0.7707060886994861,NA,0.7945837173582185,NA,0.7788628457865694,NA,0.7605702466062002,0.7986849001142873,NA,0.8404823675107098,0.7469435789679674
2012Q3,0.5894253496433328,0.6457590092762011,0.7283676689167707,NA,NA,0.572310628709174,0.33206272594176656,0.6648547219281093,NA,0.617151998339833,NA,0.6241984472551021,0.5635637045272524,0.4961039185064796,NA,0.7579902941507164,NA,0.199486399828398,NA,0.4748394094297601,0.5746426586222493,NA,0.538480525480337,0.5734354918154668
2012Q4,0.7296594149574905,0.709314496166351,0.7389232969695407,NA,NA,0.5885821438569478,0.7687224643718682,0.6348548001767276,NA,0.8142358216800173,NA,0.7125755758923121,0.7307107701360941,0.7024197408848186,NA,0.5917047081504984,NA,0.7107221206828713,NA,0.6400551105130139,0.6063571949064679,NA,0.7463684244557289,0.7474273018625515
2013Q1,0.5375042797756812,0.6070384054123189,0.42779262746606794,NA,NA,0.5782887168256263,0.7340576362033342,0.6976274533717733,NA,0.5979606314828319,NA,0.7692567108090426,0.727945516774605,0.15216040890415405,NA,0.6623755649756624,NA,0.5945419684820474,NA,0.3308725213891818,0.28716919418508147,NA,0.7589002838231745,0.3244889434582291
2013Q2,0.7942426672541105,0.7516155056960655,0.7675231055325283,NA,NA,0.8058748968927038,0.6360588869796879,0.7000855611163386,NA,0.5728326910899408,NA,0.8072059386455026,0.6420592246337221,0.7052586141358956,NA,0.5463854139139744,NA,0.77691604152571,NA,0.8445485590541738,0.7557112038097102,NA,0.6952035603574884,0.7274100266308572
2013Q3,0.6058183329098774,0.5411126663871313,0.6256864794177858,NA,NA,0.8104347772806234,0.49631929660534646,0.7925637275239364,NA,0.6641075762419819,NA,0.7553988104048378,0.6632725930125676,0.5151099426061008,NA,0.6044951676106534,NA,0.7809147219066764,NA,0.5888972515602247,0.8228160669331426,NA,0.34005363457880977,0.6890222944610472
