Date,minimum,maximum,avg,med,std_dev,iqr,skew,kurt
2006Q4,0,0.8863494467866114,0.49392142521521365,0.5417164933305287,0.24561369432816804,0.37930318724138035,-0.42884307340607336,2.135903478722319
2007Q1,0,0.919314278631578,0.5347136377672191,0.6031729748167185,0.24311464457877677,0.3192600876187198,-0.7828876407749188,2.6210118047993767
2007Q2,0,0.923069701558264,0.5316050764833986,0.577160137895042,0.22769376716968784,0.3155685170715774,-0.6315610206192938,2.4979181342832537
2007Q3,0,0.9246308737340395,0.5895774168914396,0.6990130705809707,0.2659676018349821,0.42132933996316546,-0.7863567919944149,2.3212126363887076
2007Q4,0,0.9113522807907258,0.5846842624031185,0.7001267940080461,0.2774932594401534,0.46772352751102797,-0.7640148612634712,2.233461384846193
2008Q1,0,0.9217646218833057,0.5893277727747452,0.6865753698498636,0.25224766919391267,0.4033552993423266,-0.7836224941903072,2.4552423005092696
2008Q2,0,0.9119072282297852,0.5325448124988651,0.575023147781968,0.23531705077673506,0.33345605005577017,-0.6153512589320611,2.438631483855022
2008Q3,0,0.9860785764031278,0.6343620488833555,0.7177535574219858,0.24574908521687283,0.3046744826858019,-1.0631786774809875,3.1313128843395392
2008Q4,0,0.9357871938318489,0.6335118471291874,0.7173073044865644,0.24678333051025933,0.27036408910817955,-1.265311040344105,3.532294317777832
2009Q1,0,0.9674863174041249,0.6166618334762309,0.7222287356561604,0.2572688285761631,0.31117376720075673,-1.0496304094575508,2.9190823738807197
2009Q2,0,0.9418860143093076,0.6186438568881663,0.7042473932849171,0.23809922621670943,0.3130981475146554,-1.0175075461546266,3.0952685927773183
2009Q3,0,0.951401897185831,0.5068009855490432,0.5437421398954544,0.21411748210491813,0.32962872987043457,-0.525952276555182,2.488185654025989
2009Q4,0,0.9091441882595243,0.4887793610607416,0.5247517047599624,0.21197745488259953,0.28090906238825797,-0.4839524678432575,2.750278623546631
2010Q1,0,0.9080530071232052,0.4703536359921356,0.49090819868558255,0.2235011734726472,0.2828678931252129,-0.3008102750980203,2.629156058157209
2010Q2,0,0.9802890876524221,0.6192634952439796,0.6852319254333806,0.2186566493343113,0.24281217638866182,-1.2123072824083105,3.9556847840735063
2010Q3,0,0.978491666452454,0.6226178309346732,0.6903097088935746,0.23293331914810034,0.2584601280240272,-1.163839805762941,3.6673308730158927
2010Q4,0,0.9745827351261177,0.5237524971705557,0.5405158908923486,0.2206476302418469,0.2774868110162427,-0.571771901061851,2.86454793242949
2011Q1,0,0.9665628120262015,0.5336800748212109,0.5870614965766653,0.22756493063518268,0.2655704051605152,-0.7643815016337799,2.8182315016712747
2011Q2,0,0.9431438175488207,0.5198472629184286,0.5452345662246609,0.2246907297475884,0.29219112568198735,-0.6314688600724444,2.7874804636368333
2011Q3,0,0.9508849313673572,0.6918815370508952,0.8036204490219263,0.2667345911510862,0.25056379792440575,-1.2839723682832447,3.3575918690918414
2011Q4,0,0.9767472806474106,0.6840447223402429,0.8251139141447597,0.2967788572130936,0.23200687706503276,-1.2882346605780297,3.1381447712638075
2012Q1,0,0.9217225689162233,0.5464682994952816,0.6153683501654577,0.24225393152872554,0.3152953939890416,-0.7437010683162589,2.584821360967194
2012Q2,0,0.93559628813163,0.6120478801094769,0.6834528731166628,0.23144406777781798,0.2659972193055099,-1.138144653743781,3.455969508820006
2012Q3,0,0.9843146775353243,0.5245151554366523,0.5408299045661411,0.2020752750350644,0.2725827527439197,-0.4011493156495461,2.7450624305239777
2012Q4,0,0.9826123446975225,0.5323327681926278,0.558447166485355,0.21448165283961682,0.2682956460309465,-0.6642727073843295,3.01615530552713
2013Q1,0,0.9421659294866703,0.48934817521619656,0.506074064272487,0.20817164459733026,0.30472367343200235,-0.3938184821201239,2.6076883676674507
2013Q2,0,0.9521036157404441,0.5707969083523735,0.6271035353564165,0.23172604499357863,0.27242825550465505,-0.9336006723392969,3.1026993908549056
2013Q3,0,0.9055779070040205,0.5182895552693965,0.5580063527327688,0.2319403473277301,0.3328259081213174,-0.5856435393263999,2.489241885381861
2013Q4,0,0.9099289734129958,0.5546697384612168,0.603642970189209,0.22029466282715668,0.26996045279921,-0.8162732515926207,2.963472324809578
2014Q1,0,0.913362017273408,0.5647141324266463,0.6195995410860337,0.22431773074388217,0.3162965486120942,-0.7519280305393932,2.8479865121017425
2014Q2,0,0.9289763359257862,0.587645494755439,0.6308919219376637,0.22030198422202732,0.29335150187883313,-0.8173677540425736,3.05876557475873
2014Q3,0,0.9707815453911405,0.571963267003836,0.630059527716535,0.22332683150864202,0.2988139209054059,-0.8177684119554751,3.0339601875045497
2014Q4,0,0.9330907136189693,0.6283820302299957,0.6912515323229713,0.2178899961643666,0.2893424597004087,-1.0828234069368228,3.665735493409163
2015Q1,0,0.9448268467355893,0.6273364219945977,0.6888944331372931,0.23625005384801698,0.3299309612274828,-0.8987147023831413,3.0827818313538606
2015Q2,0,0.9292889676554067,0.5916162792739368,0.6306474224664704,0.20681209424678135,0.25684251516538914,-0.8930685916419728,3.212519598659195
2015Q3,0,0.9607033860747074,0.6138573524673954,0.6668140993982702,0.253383316009467,0.40295015092919045,-0.7431690896643471,2.6244470486538143
2015Q4,0,0.9597979639883562,0.6194114855094746,0.6821672578949266,0.241231612528601,0.32282011777269815,-0.8362980570618422,2.667718838667838
2016Q1,0,0.9783269173227682,0.6212313799407021,0.6709892804310217,0.22781670867674667,0.31318876084254454,-0.8910294721682731,3.058223258162681
2016Q2,0,0.9653761896398533,0.6539494536307604,0.7174867724516021,0.23712467521841635,0.37155519348693056,-0.7336492582121484,2.5673879344567556
2016Q3,0,0.9670104687850214,0.5911105791473396,0.6377467516421833,0.21898312667048633,0.3259658237352123,-0.5372195447106219,2.575778527839699
2016Q4,0,0.9608310155261934,0.6074644913392868,0.666816988830814,0.21267226974495881,0.2781901651152866,-0.8748194203072197,3.1210026583163177
2017Q1,0,0.988852621696034,0.666753328895657,0.7219810713717367,0.20892448627083227,0.2952326579618356,-0.8742996133436802,3.07038747384383
2017Q2,0,0.9771213053812297,0.6606500032711707,0.7121166048487985,0.20466167841887492,0.259302345030773,-1.1832249921494926,3.994040185026931
2017Q3,0.01734340054239658,0.9422154963648509,0.6430973636705434,0.6913482856402056,0.20005973904150331,0.2716377857399298,-0.9075711619027989,3.276733892975755
2017Q4,0,0.945588478410692,0.6586979310449534,0.7080544955400008,0.18532991679321448,0.2680409164175601,-1.06145519992803,3.880363003627471
